GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.user,JPAUPlainAttr,609,0,67,0,17,0,70,0,32,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.user,JPAUDynGroupMembership,321,0,40,0,5,0,40,0,20,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.user,JPAUMembership,418,0,49,0,11,0,52,0,26,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.user,JPALinkedAccount,1129,0,122,0,46,0,129,0,56,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.user,JPAUPlainAttrValue,321,0,40,0,5,0,40,0,20,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.user,JPAUser,2494,0,258,0,113,0,281,0,122,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.user,JPALAPlainAttr,609,0,67,0,17,0,70,0,32,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.user,JPAURelationship,520,0,60,0,15,0,61,0,28,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.user,JPALAPlainAttrUniqueValue,415,0,49,0,9,0,50,0,24,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.openjpa,BooleanValueHandler,73,0,2,0,13,0,10,0,9,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.openjpa,LocaleValueHandler,64,0,0,0,13,0,9,0,9,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.spring,DomainTransactionAnnotationParser,13,0,0,0,5,0,2,0,2,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.spring,DomainTransactionInterceptorInjector,38,0,2,0,7,0,3,0,2,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.spring,CommonEntityManagerFactoryConf,47,0,2,0,17,0,11,0,10,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.spring,MultiJarAwarePersistenceUnitPostProcessor,39,0,0,0,9,0,4,0,4,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.spring,DomainEntityManagerFactoryBean,34,0,4,0,9,0,4,0,2,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.spring,DomainTransactionInterceptor,27,0,0,0,7,0,4,0,4,0
My_tests/syncope-core-persistence-jpa,org.springframework.orm.jpa.vendor,OpenJpaVendorAdapter,96,0,20,0,31,0,22,0,8,0
My_tests/syncope-core-persistence-jpa,org.springframework.orm.jpa.vendor,OpenJpaDialect,47,0,6,0,13,0,7,0,4,0
My_tests/syncope-core-persistence-jpa,org.springframework.orm.jpa.vendor,OpenJpaDialect.OpenJpaConnectionHandle,14,0,0,0,6,0,3,0,3,0
My_tests/syncope-core-persistence-jpa,org.springframework.orm.jpa.vendor,OpenJpaDialect.OpenJpaTransactionData,44,0,0,0,15,0,4,0,4,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,AbstractProvisioningTask,856,0,90,0,31,0,98,0,44,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPATaskUtilsFactory,127,0,22,0,35,0,16,0,5,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPANotificationTask,1129,0,121,0,33,0,129,0,55,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPAPropagationTask,1053,0,114,0,33,0,122,0,53,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPASchedTask,795,0,89,0,27,0,92,0,40,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,AbstractTask,316,0,42,0,5,0,41,0,20,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPAPushTaskAnyFilter,504,0,58,0,12,0,60,0,28,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPAPushTask,554,0,66,0,15,0,66,0,30,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPATaskExec,373,0,40,0,14,0,41,0,21,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPAAnyTemplatePullTask,321,0,40,0,5,0,40,0,20,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPAPullTask,836,0,93,0,30,0,96,0,42,0
My_tests/syncope-core-persistence-jpa,org.apache.syncope.core.persistence.jpa.entity.task,JPATaskUtils,123,0,20,0,47,0,22,0,6,0
